Species_ID,NCBI RefSeq,Superkingdom
693627,NC_013587.1, Viruses 
694009,NC_004718.3, Viruses 
694014,NC_001451.1, Viruses 
694581,NC_013756.1, Viruses 
69499,NC_010003.1, Bacteria 
69525,NC_019962.1, Archaea 
696863,NC_002803.1, Viruses 
69781,NC_064650.1, Eukaryota 
69823,NC_015437.1, Bacteria 
698828,NZ_CP021323.1, Bacteria 
69966,NZ_CP065729.1, Bacteria 
7,NC_009937.1, Bacteria 
700542,NC_043030.1, Viruses 
703,NZ_CP087711.1, Bacteria 
70734,NC_003313.1, Viruses 
70796,NC_003990.1, Viruses 
70799,NZ_CP020114.1, Bacteria 
708113,NZ_AP023361.1, Bacteria 
708131,NZ_AP017457.1, Bacteria 
712157,NZ_CP072380.1, Bacteria 
713089,NC_013801.1, Viruses 
713887,NC_013771.1, Bacteria 
714,NZ_CP085096.1, Bacteria 
715451,NC_015554.1, Bacteria 
716,NZ_CP009159.1, Bacteria 
71667,NC_014225.1, Bacteria 
716816,NZ_CP019343.1, Bacteria 
718192,NZ_CP034759.1, Bacteria 
71999,NZ_CP012507.1, Bacteria 
72,NZ_CP019448.1, Bacteria 
72557,NZ_CP017433.1, Bacteria 
727,NZ_CP007470.1, Bacteria 
728,NZ_CP050316.1, Bacteria 
731,NC_010519.1, Bacteria 
73141,NC_018012.1, Bacteria 
73498,NC_001964.1, Viruses 
738,NZ_CP071487.1, Bacteria 
73919,NC_014831.1, Bacteria 
74033,NZ_CP022540.1, Bacteria 
743023,NC_014906.1, Viruses 
74313,NC_014375.1, Bacteria 
74318,NC_008347.1, Bacteria 
74426,NZ_CP024160.1, Bacteria 
74501,NC_007447.1, Viruses 
745377,NZ_CP019893.1, Archaea 
746128,NC_007194.1, Eukaryota 
747,NZ_CP020405.2, Bacteria 
74700,NZ_CP024962.1, Bacteria 
747548,NZ_CP060822.1, Bacteria 
748280,NC_016002.1, Bacteria 
748811,NZ_AP012547.1, Bacteria 
75385,NZ_LT985188.1, Bacteria 
754429,NZ_CP019333.1, Bacteria 
754477,NC_017856.1, Bacteria 
755307,NZ_CP026309.1, Archaea 
75697,NZ_HG916765.1, Bacteria 
758793,NC_021287.1, Bacteria 
76123,NZ_CP013195.1, Bacteria 
76259,NZ_CP075189.1, Bacteria 
762954,NZ_CP007202.1, Bacteria 
76731,NZ_CP013729.1, Bacteria 
76775,NC_040193.1, Eukaryota 
767892,NC_014010.1, Bacteria 
76859,NZ_CP012715.1, Bacteria 
76887,NC_009954.1, Archaea 
770,NC_012026.1, Bacteria 
777,NC_002971.4, Bacteria 
781,NC_003103.1, Bacteria 
78258,NZ_AP012333.1, Bacteria 
78259,NZ_AP012334.1, Bacteria 
784,NC_010793.1, Bacteria 
78541,NC_002214.1, Viruses 
78579,NC_016472.1, Eukaryota 
78587,NC_014816.1, Bacteria 
79209,NC_018515.1, Bacteria 
79329,NC_013132.1, Bacteria 
796027,NC_031672.1, Eukaryota 
79604,NZ_CP011402.1, Bacteria 
79883,NZ_CP020880.1, Bacteria 
79885,NC_013791.2, Bacteria 
80679,NC_019940.1, Bacteria 
80816,NC_013440.1, Bacteria 
80849,NC_006833.1, Bacteria 
80866,NC_010002.1, Bacteria 
80867,NC_015138.1, Bacteria 
80880,NZ_CP031395.1, Bacteria 
80884,NC_030954.1, Eukaryota 
81032,NC_008358.1, Bacteria 
813,NC_000117.1, Bacteria 
81412,NZ_CM001022.1, Bacteria 
81462,NC_013522.1, Bacteria 
81468,NC_014011.1, Bacteria 
81475,NC_017033.1, Bacteria 
82135,NZ_CP065631.1, Bacteria 
823,NZ_CP050956.1, Bacteria 
826,NC_013517.1, Bacteria 
82654,NC_019701.1, Bacteria 
82676,NC_003348.1, Viruses 
82801,NZ_CP126128.1, Bacteria 
82977,NZ_AP023184.1, Bacteria 
82983,NZ_CP014608.1, Bacteria 
82985,NZ_LR134531.1, Bacteria 
82996,NC_015567.1, Bacteria 
83171,NC_013156.1, Archaea 
83191,NC_001993.1, Viruses 
83263,NZ_CP015005.1, Bacteria 
833,NC_017448.1, Bacteria 
83453,NZ_CP022163.1, Bacteria 
83552,NC_015702.1, Bacteria 
83561,NC_015713.1, Bacteria 
83655,NZ_CP013990.1, Bacteria 
837,NC_010729.1, Bacteria 
83771,NZ_CP068345.1, Bacteria 
83984,NC_008942.1, Archaea 
84030,NC_014376.1, Bacteria 
84032,NZ_CP021850.1, Bacteria 
84110,NZ_LR134379.1, Bacteria 
84135,NZ_CP046313.1, Bacteria 
84156,NC_013741.1, Archaea 
84159,NC_007626.1, Bacteria 
84163,NC_013170.1, Bacteria 
84378,NC_014150.1, Bacteria 
844,NC_005090.1, Bacteria 
84405,NC_015318.1, Bacteria 
84531,NZ_CP011129.1, Bacteria 
84590,NC_016043.1, Bacteria 
847,NZ_CP018787.1, Bacteria 
84757,NC_012669.1, Bacteria 
84980,NC_006138.1, Bacteria 
85085,NC_011886.1, Bacteria 
85404,NZ_CP006944.1, Bacteria 
85652,NC_001990.1, Viruses 
85683,NC_014219.1, Bacteria 
857417,NZ_CP013290.1, Bacteria 
85874,NC_018870.1, Bacteria 
859144,NZ_CP071709.1, Bacteria 
859650,NC_014324.1, Viruses 
860235,NZ_CP012752.1, Bacteria 
861044,NC_014458.1, Viruses 
861047,NC_014461.1, Viruses 
861299,NZ_CP007128.1, Bacteria 
86170,NC_014220.1, Bacteria 
863,NC_008346.1, Bacteria 
86304,NC_007912.1, Bacteria 
86332,NZ_CP016199.1, Bacteria 
863643,NC_014152.1, Bacteria 
865,NZ_CP045424.1, Bacteria 
86665,NZ_CP040441.1, Bacteria 
869888,NZ_CP096270.1, Archaea 
869889,NZ_CP058910.1, Archaea 
870,NC_009446.1, Bacteria 
870903,NC_014963.1, Bacteria 
873,NC_016629.1, Bacteria 
875328,NC_015576.1, Bacteria 
877455,NC_015216.1, Archaea 
879,NC_022444.1, Bacteria 
880,NC_012881.1, Bacteria 
881,NC_008751.1, Bacteria 
882768,NC_015494.1, Viruses 
88431,NZ_CP094679.1, Bacteria 
884684,NC_013895.2, Bacteria 
885040,NC_015968.1, Bacteria 
889453,NZ_CP021904.1, Bacteria 
89093,NZ_CP096206.2, Bacteria 
89152,NZ_CP036523.1, Bacteria 
89184,NC_003911.12, Bacteria 
894,NC_014972.1, Bacteria 
89586,NZ_CP089285.1, Bacteria 
897,NZ_CP019913.2, Bacteria 
899,NC_013173.1, Bacteria 
9,NZ_CP029205.1, Bacteria 
90244,NZ_CP065725.1, Bacteria 
905,NC_013740.1, Bacteria 
907,NZ_CP027569.1, Bacteria 
90736,NZ_CP044399.1, Bacteria 
90961,NC_003243.1, Viruses 
911092,NC_003869.1, Bacteria 
913,NC_007406.1, Bacteria 
913107,NZ_AP018437.1, Bacteria 
915,NC_004757.1, Bacteria 
915293,NC_003414.1, Viruses 
91604,NZ_CP008941.1, Bacteria 
91844,NC_018507.1, Bacteria 
91915,NZ_AP014690.1, Bacteria 
921,NC_014217.1, Bacteria 
926474,NC_049345.1, Viruses 
926844,NC_005057.1, Viruses 
927,NC_013422.1, Bacteria 
927083,NZ_CP011125.1, Bacteria 
92945,NZ_CP012908.1, Bacteria 
929813,NZ_CP014136.1, Bacteria 
930802,NZ_AP014548.1, Bacteria 
930972,NZ_CP119421.1, Bacteria 
931531,NZ_CP120683.1, Bacteria 
93220,NC_023018.2, Bacteria 
934027,NC_015464.1, Viruses 
936456,NC_014836.1, Bacteria 
938288,NZ_CP096649.1, Bacteria 
938406,NZ_AP018207.1, Bacteria 
93929,NC_009486.1, Bacteria 
94,NZ_AP019700.1, Bacteria 
940,NC_017161.1, Bacteria 
940614,NC_016631.1, Bacteria 
94132,NC_015677.1, Bacteria 
941907,NZ_LT840185.1, Bacteria 
94254,NC_013037.1, Bacteria 
943830,NZ_CP050292.1, Bacteria 
944,NC_007354.1, Bacteria 
945962,NC_015115.1, Viruses 
94624,NC_010170.1, Bacteria 
946333,NZ_CP024645.1, Bacteria 
94643,NC_042358.1, Eukaryota 
948519,NZ_CP027856.1, Bacteria 
951,NC_007798.1, Bacteria 
95342,NC_000940.1, Viruses 
959,NZ_CP007656.1, Bacteria 
960,NZ_CP030035.1, Bacteria 
97084,NC_016620.1, Bacteria 
971279,NZ_CP006019.1, Archaea 
97195,NC_038553.1, Viruses 
97393,NC_021592.1, Archaea 
97477,NC_018024.1, Bacteria 
980251,NZ_CP042912.1, Bacteria 
981385,NZ_AP017470.1, Bacteria 
984,NC_013061.1, Bacteria 
98403,NC_054390.1, Eukaryota 
985,NC_008255.1, Bacteria 
986,NC_009441.1, Bacteria 
98671,NZ_CP126964.1, Bacteria 
991904,NC_015259.1, Bacteria 
995,NC_017770.1, Bacteria 
999,NC_018018.1, Bacteria 
164750,NC_005978.1,Viruses
340435,NC_008562.1,Viruses
1443909,NC_075985.1,Viruses
